Unique ID,Status,Timestamp,First Seen,Last Seen,Confidence
1MV23AI006,Absent,2025-11-12T16:19:44.810688+00:00,,,
1MV23AI048,Absent,2025-11-12T16:19:44.810688+00:00,,,
